City,Datetime,Text,BERT_Score
Adelaide,2020-02-18 05:49:28+00:00,"Shop vendors in Adelaide’s Chinatown say business has been hit hard by coronavirus caution. It was pretty busy today, but the manager says even these numbers are down on its usual 100% capacity at lunchtime. More at 5pm and 6pm on @9NewsAdel https://t.co/frkL9EFelX",1
Adelaide,2020-02-19 02:54:28+00:00,"Significant concern that 'bureaucrats' are in charge of infection control, with no definition of green or red zones, which demonstrates why more passengers, crew and health workers are becoming infected with #COVID19 https://t.co/jWJXGquVFN",2
Adelaide,2020-02-19 21:49:53+00:00,Absolutely true!! Serious flaws in how we all work together and disaster planning concerns around #COVID19. To the point article @smh ‘We've dodged a bullet': GPs blast coronavirus response https://t.co/6gNbvzlkQU via @smh @RACGP @RACGPPresident,1
Adelaide,2020-02-19 21:49:53+00:00,Absolutely true!! Serious flaws in how we all work together and disaster planning concerns around #COVID19. To the point article @smh ‘We've dodged a bullet': GPs blast coronavirus response https://t.co/6gNbvzlkQU via @smh @RACGP @RACGPPresident,1
Adelaide,2020-02-20 23:09:35+00:00,"GPs test Bali travellers for coronavirus as 100,000 Aussies visit https://t.co/YLctNsfPrF via @watoday",5
Adelaide,2020-02-21 01:03:25+00:00,"@smh @jamesmassola @Dana_Adele So despite all the advice, these Coronavirus carrying candidates are rocking up to GPs",2
Adelaide,2020-02-21 01:09:36+00:00,"@smh @Dana_Adele @jamesmassola RACGP: ""GPs should not carry out testing on suspected coronavirus patients if they do not have the correct PPE equipment. They should seek advice from their local public health unit on where to send the patient for treatment or testing""",1
Adelaide,2020-02-21 09:08:29+00:00,"@theunlockr @SamsungMobileUS #coronavirus may get #MWC2020 canceled, but nothing not even #coronavirus can stop @theunlockr should be your new tag rn 😂",1
Adelaide,2020-02-23 02:22:56+00:00,"EKO CLEAN Australia
1300 356 000
https://t.co/TB5rvi6God
0426 049 693
#Speers #Adelaide500 #Adelaide #SouthAustralia #Melbourne #MelbWC20 #melodifestivalen #MathematicianSwara #Assange #BBINonesense #coronavirus #FuryWilder2 https://t.co/5IfK4uEm1e",1
Adelaide,2020-02-23 06:14:59+00:00,"""Fears of a global coronavirus pandemic as cases of reported infections surge""  https://t.co/534jhIwVRl",1
Adelaide,2020-02-23 06:14:59+00:00,"""Fears of a global coronavirus pandemic as cases of reported infections surge""  https://t.co/534jhIwVRl",1
Adelaide,2020-02-24 02:37:03+00:00,"Australian medical scientists have the knowledge and capacity for amazing breakthroughs in modern medicine, all we need is the job security, the funding and the time.

#coronavirus
#Corona

https://t.co/YGhVXNrFgi",5
Adelaide,2020-02-24 03:45:36+00:00,"After the catastrophic #bushfires
and the #coronavirus along with terrible governing in general
I don't think Josh and #ScottyfromMarketing
are going to have a choice.

#auspol

https://t.co/hPRgXJZx8s",1
Adelaide,2020-02-24 08:05:49+00:00,"Hearing a few comments lately which prompt that it may be time to read the gospels substituting “leprosy”for “coronavirus”.

Or to rewatch this wonderful film: https://t.co/wkYsTsqOD5",5
Adelaide,2020-02-24 23:31:38+00:00,"Just read that in Italy the current count is 7 deaths from 100 cases of Coronavirus. Assuming a 2% mortality rate, then I would have expected they would have had 350 cases. There appears to be 250 carriers unaccounted for!!!",1
Adelaide,2020-02-25 20:54:42+00:00,"Coronavirus: What happens when a COVID-19 pandemic is declared?

A sensible article about preparing. https://t.co/YVxrAioubw",1
Adelaide,2020-02-25 20:54:42+00:00,"Coronavirus: What happens when a COVID-19 pandemic is declared?

A sensible article about preparing. https://t.co/YVxrAioubw",1
Adelaide,2020-02-25 22:16:51+00:00,"No offence to any religion, but when there is a conflict between religious, conservatism and science, at least officials need to think about the health of general public...! 🤦‍♂️🦠😡
#Iran_covid19 #Covid_19 #refusing_to_impose_quarantines #coronavirus #CoronavirusOutbreak",1
Adelaide,2020-02-25 22:16:51+00:00,"No offence to any religion, but when there is a conflict between religious, conservatism and science, at least officials need to think about the health of general public...! 🤦‍♂️🦠😡
#Iran_covid19 #Covid_19 #refusing_to_impose_quarantines #coronavirus #CoronavirusOutbreak",1
Adelaide,2020-02-26 02:09:56+00:00,@CFMEUQNT @PSyvret @JoshFrydenberg Bit of schadenfreude listening to Scott Morrison yesterday complaining that no one could've predicted the coronavirus. They were never willing to give Labor any allowance for having to deal with the GFC.,1
Adelaide,2020-02-26 03:01:29+00:00,"As the deadly Spanish Flu forced Aus cities in to lockdown in 1919, #onthisday 26 Feb hundreds of South Australians holidaying in Victoria were brought home on a special train from Melbourne - to a quarantine camp on the Jubilee Oval - today’s @UniofAdelaide grounds.
📸 @SLSA https://t.co/uFphRnH7iX",1
Adelaide,2020-02-26 11:01:57+00:00,"""Cuts at SA Pathology would stop action on detecting coronavirus-type outbreak, parliamentary committee will be told.""

#saparli
#Covid_19
#coronavirusaustralia
#Corona
#coronavirus

https://t.co/BviEa0oCE8",1
Adelaide,2020-02-26 12:01:45+00:00,"@georgiedent ""Cuts at SA Pathology would stop action on detecting coronavirus-type outbreak, parliamentary committee will be told.""

#saparli
#Covid_19
#coronavirusaustralia
#Corona
#coronavirus

https://t.co/BviEa0oCE8",1
Adelaide,2020-02-27 00:12:44+00:00,@PatHarkin7 Is the game going ahead I thought it was on lockdown with the virus,1
Adelaide,2020-02-27 02:50:39+00:00,Read more about protective measures against coronavirus on the World Health Organization website.,4
Adelaide,2020-02-27 06:14:36+00:00,@FromTheLabBench @Constababble I work in Corporate Occupational Health and Safety. We struggle with this all the time. Frankly we too often dumb things down and disrespect our audience.  With Covid19 trying to balance WHO facts with clear ‘what to do.’,2
Adelaide,2020-02-27 07:52:21+00:00,"The #COVID2019 travel restrictions in Aust are now extended to March 7. 
There is no way students will be here for Wk1, IMHO with the govt in pandemic prep mode - maybe not even make Sem 1. 
https://t.co/2FWmEBLjVt",1
Adelaide,2020-02-27 08:01:31+00:00,I am incredibly grateful for the amazing public health &amp; medical professionals we have in this country because a man sacked from a PR role is the figure head of Australia’s response to a pandemic. #auspol,5
Adelaide,2020-02-27 09:02:02+00:00,"Am I the only here who has read this Coronavirus plan that Scomo has been sternly spruiking? 

There’s no activation - it’s just keep doing what we’re already doing.

It’s spin and reputation management for him. 

*exhales long sad sigh",5
Adelaide,2020-02-27 09:57:03+00:00,"Morrison extends China travel ban as he enacts coronavirus emergency plan
https://t.co/AlCYMrVhs7",1
Adelaide,2020-02-27 10:02:23+00:00,Australia is now operating as though COVID-19 is a pandemic  https://t.co/r6MOPjehrz,1
Adelaide,2020-02-27 10:08:09+00:00,"@JamesFl The Australian Government has already started the first stage of the emergency response plan to what they are calling a pandemic, even if the WHO aren't.",1
Adelaide,2020-02-27 13:42:58+00:00,So what you’re saying is that Mike Pence is going to pray the Coronavirus away from United States... cool plan bro. https://t.co/BrmNI5JCqO,3
Adelaide,2020-02-27 15:41:51+00:00,This coronavirus is just China fucking us over the tariffs dispute. It’s all a hoax,1
Adelaide,2020-02-27 19:38:17+00:00,"Australia is now operating as though COVID-19 is a pandemic""  https://t.co/UVXs05xC42",1
Adelaide,2020-02-27 21:23:35+00:00,"Love this one from. In Indonesia, Health Minister Terawan Agus Putranto defended the country's screening process for coronavirus on Thursday and said the absence of confirmed cases in the world's fourth-most populous nation was a ""blessing from the Almighty"".",5
Adelaide,2020-02-27 22:05:44+00:00,"Experts saying we’ll end up catching the Coronavirus, better start expressing love to your close ones soon 😢",5
Adelaide,2020-02-28 07:08:42+00:00,@Absurd_Penguin @Billandbecks The Government Worry me more than the Coronavirus! !🤔😦😳😳,1
Adelaide,2020-02-28 07:45:13+00:00,@JoanBloggs @KarenBr36659860 @FinlayPuffin @WgarNews @LennaLeprena @anne_clothier @GDixon1977 @twtrrr @BlakandBlack @RBJRON @Kosmic_Quokka @virgotweet @prudinx @MorpheusBeing @pinkybarks @rjstrikers @ColelliCol @JennyPineapple2 @3wombats @WhteRbbnAdvocat @janettj777 @lynlinking @paulinehollywoo @Absurd_Penguin @RobRobbEdwards @Triplejay58 @independentaus @GerryGeorgatos @billshortenmp @notowelfarecard @rationalbitch @SaveOurForests_ @mormorlady @RightsLGBTI @Peter_Fitz @myknittingwool @FaiMujer @deniseshrivell @BakchosGlass @Penny_MadamLash @Michz45 @FordfgFalcon @AlexPNorth @deboray14 @Malarndirri19 @SenatorSiewert @ProBonoNews @ACOSS @TheMandarinAU @lukehgomes Worse Than Coronavirus!!,1
Adelaide,2020-02-28 08:38:22+00:00,So proud to work at @UniofAdelaide The response to the coronavirus has been phenomenal. The true spirit of teaching in its desire and need to support students to get the best education possible above all else is alive and well in higher education,5
Adelaide,2020-02-28 08:52:27+00:00,This pretty much sums up my understanding of Mike Pence’s method of preparing Americans for a pandemic... https://t.co/5zuGneBVt0,4
Adelaide,2020-02-28 19:14:30+00:00,How the Coronavirus got it’s start #Netflixdocumentary #batman https://t.co/rWENERmuxy,5
Adelaide,2020-02-29 00:05:40+00:00,So Morrison’s cool with science now?declaring a pandemic response has him in step with science based https://t.co/OdMXyZYDf4 has he lost his faith?or like most other religious charlatans it’s a bob each way.,2
Adelaide,2020-02-29 01:07:21+00:00,"Ahhh this is not great news

#coronavirus 
#CoronaVirusUpdates https://t.co/SDCf0J2z4q",2
Adelaide,2020-02-29 04:21:40+00:00,"#AntiVaxx #AntiVax #Nonsense #Bullshit #Bullshittery #CoronaVirus @ Glenelg, South Australia https://t.co/9tpV1d0xQp",1
Adelaide,2020-02-29 10:05:03+00:00,"SA Pathology scientists and technicians are on the front line of screening, testing and diagnosing #coronavirus. As a critical part of South Australia's health infrastructure staff need job security.

#CoronavirusOutbreak 
#pathology 
#health 
#medicalscience https://t.co/g76JM8e6LS",3
Adelaide,2020-02-29 10:43:27+00:00,A great #coronavirus summary in about 2 minutes https://t.co/LPOYu8wOc9,5
Adelaide,2020-02-29 22:11:41+00:00,Fabulous night at @ADLfringe with the global superstar @Accordionhans just back from @AGT. Taking superstardom in his stride.... “I’m the coronavirus of caberet - I’m everywhere” https://t.co/0yo4Gk54Rx,5
Adelaide,2020-02-29 22:54:01+00:00,"@EsotericCD What kind of President even mentions the word “hoax” when discussing the country’s response to a global pandemic? One who is more concerned with a falling stock market making him look bad, than the health and safety of his own country’s citizens. Let the CDC do its job.",1
Adelaide,2020-02-29 22:54:36+00:00,"Please apply the 1-meter rule (no handshakes, cheek pecks, hugs) in scientific conferences and public social events. Best to try to apply this rule all the time, if you can, because not everyone is a fan of “microbial sharing” #COVID19",4
Adelaide,2020-03-01 00:11:21+00:00,"@KBCanB @Honeputu Respitory Problems? Coronavirus,Maybe??🤔😑",1
Adelaide,2020-03-01 00:21:16+00:00,"@Babystring3 @blanketcrap I,too,am Afraid. More of our PM than Coronavirus - even if I am in the Front Line.............",1
