City,Datetime,Text,DistilBERT_Label,DistilBERT_Score,BERT_Label,BERT_Score
Adelaide,2020-01-29 01:38:22+00:00,"I would rather stay in China than be locked up on Christmas Island! #coronavirus 

https://t.co/Fvyu5IftA0",NEGATIVE,0.997782648,Mostly Negative,1
Adelaide,2020-01-29 06:34:05+00:00,@ASPI_org Executive Director Peter Jennings considers #2019_nCov #WuhanVirus #coronavirus and #China in ‘The Strategist’ https://t.co/Uvy7SIckwn,NEGATIVE,0.976670563,Slightly Positive,4
Adelaide,2020-01-29 07:08:20+00:00,#2019_nCov #coronavirus #WuhanCoronovirus thread https://t.co/xrYzfDcBd6,NEGATIVE,0.994293511,Mostly Negative,1
Adelaide,2020-01-29 07:39:41+00:00,"@Nrg8000 Could it be they know the real situation but won’t acknowledge that publicly? After all, were they to do so, it would mean acknowledging their current screening measures and policy response to #2019_nCov #coronavirus is completely ineffectual. CYA!",NEGATIVE,0.997792959,Mostly Negative,1
Adelaide,2020-01-29 14:19:19+00:00,"Pretty scary how the #Wuhan #coronavirus has spread throughout many parts of the world! Let’s hope this can be contained &amp; not spread further to other countries. V important for hygiene to be practised @ a time like this-washing hands regularly, covering mouth when coughing etc. https://t.co/TeNbrxpCDt",NEGATIVE,0.989407778,Slightly Positive,4
Adelaide,2020-01-29 23:52:15+00:00,"Coronavirus experts explain the symptoms, how it spreads and how to prevent the disease https://t.co/OkcJGb31w4 via @abcnews",NEGATIVE,0.979250312,Mostly Positive,5
Adelaide,2020-01-31 08:07:35+00:00,"@Absurd_Penguin @sunriseon7 @AnnastaciaMP WOW!! 80,000 Death's in USA re Coronavirus😱😱😱Thought China had the most at 5,000 last Count!!",NEGATIVE,0.967830181,Mostly Negative,1
Adelaide,2020-02-01 00:16:13+00:00,Coronavirus adds to Scott Morrison's many political woes as Parliament prepares for 2020 https://t.co/wOvsAZU63q via @abcnews,NEGATIVE,0.987099588,Slightly Positive,4
Adelaide,2020-02-01 01:13:20+00:00,"Bart Simpson claiming 1.5?
claiming coronavirus too?",NEGATIVE,0.994062245,Mostly Negative,1
Adelaide,2020-02-01 07:24:02+00:00,".@SAHealth has confirmed TWO cases of coronavirus in South Australia. The pair aged in their 60s, arrived in Adelaide from Wuhan China to visit relatives. @9NewsAdel",POSITIVE,0.734718442,Mostly Negative,1
Adelaide,2020-02-01 08:12:18+00:00,"Australians told not to travel to mainland China due to coronavirus threat, border restrictions tightened considerably https://t.co/iYUBDIayUY via @abcnews",NEGATIVE,0.991026938,Mostly Negative,1
Adelaide,2020-02-01 08:18:54+00:00,"SA Pathology staff are working around the clock to help diagnose 
possible patients with #coronavirus. They provide a critical service and need job security and fair working conditions.

Australia coronavirus update: Two cases confirmed in South Australia https://t.co/EU6VMsDj0Q",NEGATIVE,0.946303427,Slightly Positive,4
Adelaide,2020-02-01 09:16:12+00:00,"This kind of dangerous misinformation can lead to people dying. Anthony Mundine needs to leave the medical advice to the experts.

#coronavirus
#WuhanVirus
#CoronavirusOutbreak

https://t.co/liCuVgroTr",NEGATIVE,0.999203503,Mostly Negative,1
Adelaide,2020-02-01 17:21:43+00:00,"Cancelei minha passagem por causa do Coronavirus, duas horas depois sai a notícia que aqui ja tem dois confirmados. Sorte ta grande",NEGATIVE,0.989625752,Mostly Negative,1
Adelaide,2020-02-01 22:51:33+00:00,Give him some Mut &amp;  Gobar(Cow shit &amp; Urine) and send him china to help #coronavirus affected people. https://t.co/IoIHhBcLRK,NEGATIVE,0.997199655,Mostly Negative,1
Adelaide,2020-02-02 01:07:01+00:00,"The number of people tested for the deadly coronavirus in SA has climbed to 34. 

There have been 2 confirmed cases, 15 negative tests and 17 people awaiting results. 

The infected couple, from China, are being treated in isolation at the RAH. #7NEWS https://t.co/ysOSxptFjt",NEGATIVE,0.993115246,Mostly Negative,1
Adelaide,2020-02-02 09:06:47+00:00,This is very scary it's a pandemic now https://t.co/VsgOuEXRy7,NEGATIVE,0.969137371,Mostly Negative,1
Adelaide,2020-02-03 01:53:10+00:00,"Passengers on a flight from China have sat on the tarmac for more than an hour as authorities in protective wear escorted a man &amp; his family from the plane, with suspected Coronavirus. Passengers say he came down with a fever during the flight from Guangzhou. @9NewsAdel https://t.co/KxiVd5O6kW",NEGATIVE,0.994933188,Mostly Negative,1
Adelaide,2020-02-03 03:01:22+00:00,"This is the SA Pathology lab now set up to test for #coronavirus inside the RAH. 

It takes approx. 5 hours to get a result. 

#7NEWS https://t.co/jULeXmFbXk",NEGATIVE,0.99778229,Mostly Positive,5
Adelaide,2020-02-03 04:52:15+00:00,"SA #coronavirus update: 
- 56 people are being tested
- 15 returned negative tests
- 2 confirmed cases
@abcadelaide https://t.co/fxOFI6zJmt",NEGATIVE,0.995914519,Mostly Negative,1
Adelaide,2020-02-03 05:04:15+00:00,Authorities are urging anyone on the CZ669 South China Flight from Guangzhou to Adelaide showing symptoms of #coronavirus to contact them. A couple on that flight has been diagnosed with #coronavirus and one was already showing symptoms on the aircraft. @abcadelaide,NEGATIVE,0.995110095,Mostly Negative,1
Adelaide,2020-02-03 10:22:51+00:00,"Racism is spreading everywhere with coronavirus.  FYI, not all asians are chinese and still it doesn't give us the right to racial bullying. 
#StandingUptoRacism",NEGATIVE,0.9962309,Mostly Negative,1
Adelaide,2020-02-03 21:29:38+00:00,"China completes coronavirus hospital in Wuhan in 10 days, with a second hospital almost finished - ABC News https://t.co/QKgJT9xx2I That is AMAZING! BOOM 💥🔊🔬🚮🚾",POSITIVE,0.995840967,Mostly Positive,5
Adelaide,2020-02-03 22:23:01+00:00,"SA Pathology staff are on the front line of #coronavirus detection. Next time someone wants to impugn their good work of even consider funding cuts let's remember times like this

Coronavirus fears in SA after 60-year-old couple diagnosed with deadly virus https://t.co/dWx1XWFGzZ",NEGATIVE,0.998356044,Mostly Negative,1
Adelaide,2020-02-04 01:58:49+00:00,"It’s been revealed Adelaide’s coronavirus victims attended an auction at 4 Pam St, Firle on January 22. 

Health authorities are scrambling to contact the two dozen people who were there, including neighbours who are now self-isolating. #7NEWS #CoronavirusOutbreak https://t.co/g7nCWSDgh1",NEGATIVE,0.99736768,Mostly Negative,1
Adelaide,2020-02-04 12:07:01+00:00,"My Uber driver seemed a very, very intelligent man. He thinks there will be millions of deaths from Coronavirus within a year... Good night",POSITIVE,0.996187031,Slightly Positive,4
Adelaide,2020-02-05 01:41:53+00:00,"Coronavirus found on Diamond Princess cruise ship in Japan, with 10 passengers testing positive - ABC News https://t.co/m0eL1veku6",NEGATIVE,0.980612576,Mostly Negative,1
Adelaide,2020-02-05 04:54:05+00:00,".@SAHealth has advised that from tomorrow coronavirus testing will become part of routine respiratory infection tests. 

32 South Australians are currently awaiting test results for coronavirus. @9NewsAdel https://t.co/Mf7YbZupsb",NEGATIVE,0.995468974,Mostly Negative,1
Adelaide,2020-02-05 07:40:50+00:00,"Is the Coronavirus outbreak a massive beat up?

I have a feeling it is.  The media scaremongering as usual 🤷🏻‍♀️",NEGATIVE,0.996846259,Slightly Negative,2
Adelaide,2020-02-06 10:39:58+00:00,"So the @FIAFormulaE planned for March 21 in Sanya, a city in Hainan province, has been cancelled due to #coronavirus   So why not leave the Feb #Clipsal500 track set up and run the #FormulaE race in #Adelaide on Mar 21? Perfect. #ElectricVehicles @CityofAdelaide @marshall_steven",NEGATIVE,0.99851805,Neutral,3
Adelaide,2020-02-07 04:48:32+00:00,Five Australians reportedly among the 41 *new* #coronavirus cases onboard the Diamond Princess cruise ship. 61 people in total have been infected on the ship. https://t.co/vBYS8J6sks,NEGATIVE,0.990622461,Mostly Negative,1
Adelaide,2020-02-07 15:30:06+00:00,@BaderChamakh Chacal ça fait 4j tu tweets dessus on dirait le coronavirus,NEGATIVE,0.993123233,Mostly Negative,1
Adelaide,2020-02-08 07:27:45+00:00,"#OTD 8 Feb 1919  the Spanish Flu pandemic officially arrived in Victoria &amp; South Australia (NSW earlier). A third of the population was infected, with nearly 15000 deaths. About 540 died in SA. Isolation hospital in #Adelaide was the Exhibition Building. #aushistory 
📸 @SLSA https://t.co/ZHuOznBisS",NEGATIVE,0.991828501,Mostly Negative,1
Adelaide,2020-02-09 01:33:45+00:00,"The situation on Christmas Island is precarious. The AMA and other respected organisations agree the medical facilities are subpar, no negative pressure isolation, ICU, paediatric specialist or #pathology on site
#auspol
#coronavirusaustralia
#coronavirus
https://t.co/uqVN6qlgXH",POSITIVE,0.948453367,Slightly Negative,2
Adelaide,2020-02-09 03:03:27+00:00,Wuhan at night 😳 time the @AFL woke up #AFL #coronavirus #CoronavirusOutbreak #WuhanLockDown https://t.co/VDL8OUeRW8,NEGATIVE,0.99531734,Mostly Negative,1
Adelaide,2020-02-09 06:13:00+00:00,"@TheTweetOfGod Droughts, fires, torrential rain, floods, a pandemic

Must be really pissed off with Australia",NEGATIVE,0.999364555,Mostly Negative,1
Adelaide,2020-02-09 06:55:33+00:00,"Coronavirus deaths surpass SARS outbreak, hitting 811 across China https://t.co/hOt7wXa0GL via @abcnews",NEGATIVE,0.987097263,Mostly Negative,1
Adelaide,2020-02-10 06:29:52+00:00,"This month back in 1919, the Spanish flu pandemic arrived in #Adelaide. Talking to @Julesschiller on @abcadelaide after 5.45 pm about the quarantine camp mounted on the Jubilee Oval - now part of the @UniofAdelaide campus. 
#heritagesa #historysa https://t.co/VcQwQVS0PY",NEGATIVE,0.825421929,Mostly Positive,5
Adelaide,2020-02-11 02:35:23+00:00,"SA Pathology staff join other public pathology laboratories around Australia in testing for the 2019 novel #coronavirus and helping the public remain safe. Government labs are on the front line of the battle against infectious outbreaks.

#coronavirusaustralia 
#health
#pathology https://t.co/r44C4rL5Lv",POSITIVE,0.957712531,Slightly Positive,4
Adelaide,2020-02-11 03:59:22+00:00,@SukaliDarsa J’arrive avec le coronavirus !,POSITIVE,0.874273896,Mostly Positive,5
Adelaide,2020-02-11 05:56:28+00:00,".@SAHealth say a person that returned a ‘weak positive’ result for coronavirus at the RAH has been cleared after subsequent testing came back negative. 35 South Australians are still awaiting results, 2 remain positive for the virus. @9NewsAdel https://t.co/diSJ2ky4CC",NEGATIVE,0.996820331,Mostly Negative,1
Adelaide,2020-02-11 19:56:27+00:00,Coronavirus: WHO says outbreak poses a 'very grave threat for the rest of the world'  https://t.co/ebksyxjMGE,NEGATIVE,0.996835053,Mostly Negative,1
Adelaide,2020-02-12 02:15:45+00:00,"Coronavirus now has an official name: COVID-19

I feel like we got this backwards",NEGATIVE,0.998657823,Mostly Positive,5
Adelaide,2020-02-12 22:24:15+00:00,"@ProfPaulYoung This would also prevent any emerging coronavirus being called nCoV20xx for a period of time during the outbreak, only to change names in the middle of huge media coverage",NEGATIVE,0.993699312,Mostly Negative,1
Adelaide,2020-02-13 07:38:46+00:00,@StephenWadeMLC Where is the SA Health update on the couple with Coronavirus and where they travelled. The people deserve to know. Time to resign Mr Wade. You're out of your depth.,NEGATIVE,0.996088982,Mostly Negative,1
Adelaide,2020-02-13 09:05:45+00:00,@spideyalphs @di_deelicious That doesn't mean that there are any coronavirus cases in Bali,NEGATIVE,0.922868192,Mostly Negative,1
Adelaide,2020-02-14 07:25:09+00:00,If you’ve been following the Coronavirus outbreak and are interested to learn how chemistry can aid in the battle against it then this free seminar is for you! Monday 17th at 5pm @UniofAdelaide hosted by the SA JCEC - register here https://t.co/gxJPcWlsse https://t.co/OLOYKQhmxh,NEGATIVE,0.987516403,Mostly Positive,5
Adelaide,2020-02-15 08:08:37+00:00,"Wuhan's cat rescuer: the man saving pets abandoned during coronavirus outbreak – video

https://t.co/FUmy78Hg5k",NEGATIVE,0.988428891,Slightly Positive,4
Adelaide,2020-02-16 08:54:44+00:00,@knarfnamduh True but have to know that you have a pandemic on your hands,NEGATIVE,0.934856951,Neutral,3
Adelaide,2020-02-16 11:44:52+00:00,"Despite doctor's orders that we're safe to eat out, Asian restaurants are going under because of Coronavirus fears. Each of us can make a difference, by pledging #IWillEatWithYou https://t.co/qNZsOWerSG via @GetUp",POSITIVE,0.711266458,Slightly Positive,4
Adelaide,2020-02-16 22:39:59+00:00,"Despite doctor's orders that we're safe to eat out, Asian restaurants are going under because of Coronavirus fears. Each of us can make a difference, by pledging #IWillEatWithYou https://t.co/YhJn0UaDrH via @GetUp",POSITIVE,0.858757675,Slightly Positive,4
Adelaide,2020-02-16 23:11:11+00:00,"@SingaporeAir Hello, I have a flight from Adelaide to Singapore, SQ 278 and SQ 421, which is a return flight back from Mumbai to Adelaide. Are there any travel restrictions for students due to the coronavirus outbreak? Would love to hear back from you. Cheers.",POSITIVE,0.998197019,Mostly Negative,1
Adelaide,2020-02-17 09:58:18+00:00,"REUNITED: After spending 2 weeks in quarantine on Christmas Island, Amy Xia and her 2 kids are finally home, much to the delight of her husband Stanley. 

About 10 South Australians were on the charter flight that touched down in Adelaide tonight. #coronavirus #7NEWS https://t.co/fFR5cAzZdM",POSITIVE,0.999632239,Slightly Positive,4
Adelaide,2020-02-17 21:29:58+00:00,Here at @Xero Roadshow 2020 breakfast with @felicity_emmett's market report. Coronavirus and bushfires impacting Australian markets. #xeroroadshow2020 #globaleconomy https://t.co/OnEQvEnolB,NEGATIVE,0.959635317,Mostly Positive,5
Adelaide,2020-02-18 04:07:31+00:00,.@sephoraaus has cancelled all upcoming makeup appointments due to fears of the coronavirus. Staff say they don’t know when they’ll start up again. @10NewsFirstAdl https://t.co/CLF426gqe7,NEGATIVE,0.999407887,Mostly Negative,1
Adelaide,2020-02-18 05:49:28+00:00,"Shop vendors in Adelaide’s Chinatown say business has been hit hard by coronavirus caution. It was pretty busy today, but the manager says even these numbers are down on its usual 100% capacity at lunchtime. More at 5pm and 6pm on @9NewsAdel https://t.co/frkL9EFelX",NEGATIVE,0.999389768,Mostly Negative,1
Adelaide,2020-02-19 02:54:28+00:00,"Significant concern that 'bureaucrats' are in charge of infection control, with no definition of green or red zones, which demonstrates why more passengers, crew and health workers are becoming infected with #COVID19 https://t.co/jWJXGquVFN",NEGATIVE,0.9937675,Slightly Negative,2
Adelaide,2020-02-20 23:09:35+00:00,"GPs test Bali travellers for coronavirus as 100,000 Aussies visit https://t.co/YLctNsfPrF via @watoday",NEGATIVE,0.979444027,Mostly Positive,5
Adelaide,2020-02-21 01:03:25+00:00,"@smh @jamesmassola @Dana_Adele So despite all the advice, these Coronavirus carrying candidates are rocking up to GPs",POSITIVE,0.950294971,Slightly Negative,2
Adelaide,2020-02-21 01:09:36+00:00,"@smh @Dana_Adele @jamesmassola RACGP: ""GPs should not carry out testing on suspected coronavirus patients if they do not have the correct PPE equipment. They should seek advice from their local public health unit on where to send the patient for treatment or testing""",NEGATIVE,0.999443114,Mostly Negative,1
Adelaide,2020-02-21 09:08:29+00:00,"@theunlockr @SamsungMobileUS #coronavirus may get #MWC2020 canceled, but nothing not even #coronavirus can stop @theunlockr should be your new tag rn 😂",NEGATIVE,0.995969892,Mostly Negative,1
Adelaide,2020-02-23 02:22:56+00:00,"EKO CLEAN Australia
1300 356 000
https://t.co/TB5rvi6God
0426 049 693
#Speers #Adelaide500 #Adelaide #SouthAustralia #Melbourne #MelbWC20 #melodifestivalen #MathematicianSwara #Assange #BBINonesense #coronavirus #FuryWilder2 https://t.co/5IfK4uEm1e",NEGATIVE,0.991156816,Mostly Negative,1
Adelaide,2020-02-24 02:37:03+00:00,"Australian medical scientists have the knowledge and capacity for amazing breakthroughs in modern medicine, all we need is the job security, the funding and the time.

#coronavirus
#Corona

https://t.co/YGhVXNrFgi",POSITIVE,0.995552242,Mostly Positive,5
Adelaide,2020-02-24 03:45:36+00:00,"After the catastrophic #bushfires
and the #coronavirus along with terrible governing in general
I don't think Josh and #ScottyfromMarketing
are going to have a choice.

#auspol

https://t.co/hPRgXJZx8s",NEGATIVE,0.997874379,Mostly Negative,1
Adelaide,2020-02-24 08:05:49+00:00,"Hearing a few comments lately which prompt that it may be time to read the gospels substituting “leprosy”for “coronavirus”.

Or to rewatch this wonderful film: https://t.co/wkYsTsqOD5",POSITIVE,0.986513436,Mostly Positive,5
Adelaide,2020-02-24 23:31:38+00:00,"Just read that in Italy the current count is 7 deaths from 100 cases of Coronavirus. Assuming a 2% mortality rate, then I would have expected they would have had 350 cases. There appears to be 250 carriers unaccounted for!!!",NEGATIVE,0.995539367,Mostly Negative,1
Adelaide,2020-02-26 02:09:56+00:00,@CFMEUQNT @PSyvret @JoshFrydenberg Bit of schadenfreude listening to Scott Morrison yesterday complaining that no one could've predicted the coronavirus. They were never willing to give Labor any allowance for having to deal with the GFC.,NEGATIVE,0.993136048,Mostly Negative,1
Adelaide,2020-02-26 03:01:29+00:00,"As the deadly Spanish Flu forced Aus cities in to lockdown in 1919, #onthisday 26 Feb hundreds of South Australians holidaying in Victoria were brought home on a special train from Melbourne - to a quarantine camp on the Jubilee Oval - today’s @UniofAdelaide grounds.
📸 @SLSA https://t.co/uFphRnH7iX",NEGATIVE,0.965372562,Mostly Negative,1
Adelaide,2020-02-26 11:01:57+00:00,"""Cuts at SA Pathology would stop action on detecting coronavirus-type outbreak, parliamentary committee will be told.""

#saparli
#Covid_19
#coronavirusaustralia
#Corona
#coronavirus

https://t.co/BviEa0oCE8",NEGATIVE,0.998656273,Mostly Negative,1
Adelaide,2020-02-26 12:01:45+00:00,"@georgiedent ""Cuts at SA Pathology would stop action on detecting coronavirus-type outbreak, parliamentary committee will be told.""

#saparli
#Covid_19
#coronavirusaustralia
#Corona
#coronavirus

https://t.co/BviEa0oCE8",NEGATIVE,0.998526037,Mostly Negative,1
Adelaide,2020-02-27 00:12:44+00:00,@PatHarkin7 Is the game going ahead I thought it was on lockdown with the virus,POSITIVE,0.945087075,Mostly Negative,1
Adelaide,2020-02-27 02:50:39+00:00,Read more about protective measures against coronavirus on the World Health Organization website.,NEGATIVE,0.967798769,Slightly Positive,4
Adelaide,2020-02-27 06:14:36+00:00,@FromTheLabBench @Constababble I work in Corporate Occupational Health and Safety. We struggle with this all the time. Frankly we too often dumb things down and disrespect our audience.  With Covid19 trying to balance WHO facts with clear ‘what to do.’,NEGATIVE,0.998297513,Slightly Negative,2
Adelaide,2020-02-27 07:52:21+00:00,"The #COVID2019 travel restrictions in Aust are now extended to March 7. 
There is no way students will be here for Wk1, IMHO with the govt in pandemic prep mode - maybe not even make Sem 1. 
https://t.co/2FWmEBLjVt",NEGATIVE,0.996802807,Mostly Negative,1
Adelaide,2020-02-27 08:01:31+00:00,I am incredibly grateful for the amazing public health &amp; medical professionals we have in this country because a man sacked from a PR role is the figure head of Australia’s response to a pandemic. #auspol,POSITIVE,0.999471605,Mostly Positive,5
Adelaide,2020-02-27 09:02:02+00:00,"Am I the only here who has read this Coronavirus plan that Scomo has been sternly spruiking? 

There’s no activation - it’s just keep doing what we’re already doing.

It’s spin and reputation management for him. 

*exhales long sad sigh",NEGATIVE,0.998721659,Mostly Positive,5
Adelaide,2020-02-27 09:57:03+00:00,"Morrison extends China travel ban as he enacts coronavirus emergency plan
https://t.co/AlCYMrVhs7",NEGATIVE,0.904299915,Mostly Negative,1
Adelaide,2020-02-27 10:02:23+00:00,Australia is now operating as though COVID-19 is a pandemic  https://t.co/r6MOPjehrz,NEGATIVE,0.99565202,Mostly Negative,1
Adelaide,2020-02-27 10:08:09+00:00,"@JamesFl The Australian Government has already started the first stage of the emergency response plan to what they are calling a pandemic, even if the WHO aren't.",NEGATIVE,0.990414739,Mostly Negative,1
Adelaide,2020-02-27 13:42:58+00:00,So what you’re saying is that Mike Pence is going to pray the Coronavirus away from United States... cool plan bro. https://t.co/BrmNI5JCqO,NEGATIVE,0.987475932,Neutral,3
Adelaide,2020-02-27 15:41:51+00:00,This coronavirus is just China fucking us over the tariffs dispute. It’s all a hoax,NEGATIVE,0.999417067,Mostly Negative,1
Adelaide,2020-02-27 19:38:17+00:00,"Australia is now operating as though COVID-19 is a pandemic""  https://t.co/UVXs05xC42",NEGATIVE,0.990784168,Mostly Negative,1
Adelaide,2020-02-27 21:23:35+00:00,"Love this one from. In Indonesia, Health Minister Terawan Agus Putranto defended the country's screening process for coronavirus on Thursday and said the absence of confirmed cases in the world's fourth-most populous nation was a ""blessing from the Almighty"".",POSITIVE,0.999474108,Mostly Positive,5
Adelaide,2020-02-27 22:05:44+00:00,"Experts saying we’ll end up catching the Coronavirus, better start expressing love to your close ones soon 😢",POSITIVE,0.99677074,Mostly Positive,5
Adelaide,2020-02-28 07:08:42+00:00,@Absurd_Penguin @Billandbecks The Government Worry me more than the Coronavirus! !🤔😦😳😳,NEGATIVE,0.997259617,Mostly Negative,1
